20200106203851,189.40.186.130,5001,189.40.186.5,37354,4,0.0-1.0,2936984,23495872
20200106203852,189.40.186.130,5001,189.40.186.5,37354,4,1.0-2.0,3435396,27483168
20200106203853,189.40.186.130,5001,189.40.186.5,37354,4,2.0-3.0,3028740,24229920
20200106203854,189.40.186.130,5001,189.40.186.5,37354,4,3.0-4.0,2636204,21089632
20200106203855,189.40.186.130,5001,189.40.186.5,37354,4,4.0-5.0,3006148,24049184
20200106203856,189.40.186.130,5001,189.40.186.5,37354,4,5.0-6.0,2615024,20920192
20200106203857,189.40.186.130,5001,189.40.186.5,37354,4,6.0-7.0,3072512,24580096
20200106203858,189.40.186.130,5001,189.40.186.5,37354,4,7.0-8.0,3388800,27110400
20200106203859,189.40.186.130,5001,189.40.186.5,37354,4,8.0-9.0,2935548,23484384
20200106203900,189.40.186.130,5001,189.40.186.5,37354,4,9.0-10.0,2156124,17248992
20200106203901,189.40.186.130,5001,189.40.186.5,37354,4,10.0-11.0,2099644,16797152
20200106203902,189.40.186.130,5001,189.40.186.5,37354,4,11.0-12.0,1136660,9093280
20200106203903,189.40.186.130,5001,189.40.186.5,37354,4,12.0-13.0,1606856,12854848
20200106203904,189.40.186.130,5001,189.40.186.5,37354,4,13.0-14.0,1325868,10606944
20200106203905,189.40.186.130,5001,189.40.186.5,37354,4,14.0-15.0,1066060,8528480
20200106203906,189.40.186.130,5001,189.40.186.5,37354,4,15.0-16.0,1101360,8810880
20200106203907,189.40.186.130,5001,189.40.186.5,37354,4,16.0-17.0,1338576,10708608
20200106203908,189.40.186.130,5001,189.40.186.5,37354,4,17.0-18.0,1323044,10584352
20200106203909,189.40.186.130,5001,189.40.186.5,37354,4,18.0-19.0,1155016,9240128
20200106203910,189.40.186.130,5001,189.40.186.5,37354,4,19.0-20.0,1379524,11036192
20200106203911,189.40.186.130,5001,189.40.186.5,37354,4,20.0-21.0,1355520,10844160
20200106203912,189.40.186.130,5001,189.40.186.5,37354,4,21.0-22.0,1277860,10222880
20200106203913,189.40.186.130,5001,189.40.186.5,37354,4,22.0-23.0,1649216,13193728
20200106203914,189.40.186.130,5001,189.40.186.5,37354,4,23.0-24.0,1409176,11273408
20200106203915,189.40.186.130,5001,189.40.186.5,37354,4,24.0-25.0,1527784,12222272
20200106203916,189.40.186.130,5001,189.40.186.5,37354,4,25.0-26.0,1692988,13543904
20200106203917,189.40.186.130,5001,189.40.186.5,37354,4,26.0-27.0,1652040,13216320
20200106203918,189.40.186.130,5001,189.40.186.5,37354,4,27.0-28.0,1248208,9985664
20200106203919,189.40.186.130,5001,189.40.186.5,37354,4,28.0-29.0,1393644,11149152
20200106203920,189.40.186.130,5001,189.40.186.5,37354,4,29.0-30.0,1848308,14786464
20200106203921,189.40.186.130,5001,189.40.186.5,37354,4,30.0-31.0,1524960,12199680
20200106203922,189.40.186.130,5001,189.40.186.5,37354,4,31.0-32.0,1269388,10155104
20200106203923,189.40.186.130,5001,189.40.186.5,37354,4,32.0-33.0,1355520,10844160
20200106203924,189.40.186.130,5001,189.40.186.5,37354,4,33.0-34.0,999696,7997568
20200106203925,189.40.186.130,5001,189.40.186.5,37354,4,34.0-35.0,978516,7828128
20200106203926,189.40.186.130,5001,189.40.186.5,37354,4,35.0-36.0,1272212,10177696
20200106203927,189.40.186.130,5001,189.40.186.5,37354,4,36.0-37.0,1556024,12448192
20200106203928,189.40.186.130,5001,189.40.186.5,37354,4,37.0-38.0,2534540,20276320
20200106203929,189.40.186.130,5001,189.40.186.5,37354,4,38.0-39.0,1935852,15486816
20200106203930,189.40.186.130,5001,189.40.186.5,37354,4,39.0-40.0,1877960,15023680
20200106203931,189.40.186.130,5001,189.40.186.5,37354,4,40.0-41.0,1859604,14876832
20200106203932,189.40.186.130,5001,189.40.186.5,37354,4,41.0-42.0,2286028,18288224
20200106203933,189.40.186.130,5001,189.40.186.5,37354,4,42.0-43.0,2180128,17441024
20200106203934,189.40.186.130,5001,189.40.186.5,37354,4,43.0-44.0,1807360,14458880
20200106203935,189.40.186.130,5001,189.40.186.5,37354,4,44.0-45.0,1899140,15193120
20200106203936,189.40.186.130,5001,189.40.186.5,37354,4,45.0-46.0,2044576,16356608
20200106203937,189.40.186.130,5001,189.40.186.5,37354,4,46.0-47.0,2242256,17938048
20200106203938,189.40.186.130,5001,189.40.186.5,37354,4,47.0-48.0,1445888,11567104
20200106203939,189.40.186.130,5001,189.40.186.5,37354,4,48.0-49.0,1510840,12086720
20200106203940,189.40.186.130,5001,189.40.186.5,37354,4,49.0-50.0,3210888,25687104
20200106203941,189.40.186.130,5001,189.40.186.5,37354,4,50.0-51.0,3292784,26342272
20200106203942,189.40.186.130,5001,189.40.186.5,37354,4,51.0-52.0,3161468,25291744
20200106203943,189.40.186.130,5001,189.40.186.5,37354,4,52.0-53.0,3521528,28172224
20200106203944,189.40.186.130,5001,189.40.186.5,37354,4,53.0-54.0,3034388,24275104
20200106203945,189.40.186.130,5001,189.40.186.5,37354,4,54.0-55.0,2857888,22863104
20200106203946,189.40.186.130,5001,189.40.186.5,37354,4,55.0-56.0,2502064,20016512
20200106203947,189.40.186.130,5001,189.40.186.5,37354,4,56.0-57.0,2519008,20152064
20200106203948,189.40.186.130,5001,189.40.186.5,37354,4,57.0-58.0,2874832,22998656
20200106203949,189.40.186.130,5001,189.40.186.5,37354,4,58.0-59.0,2610788,20886304
20200106203950,189.40.186.130,5001,189.40.186.5,37354,4,59.0-60.0,2543012,20344096
20200106203951,189.40.186.130,5001,189.40.186.5,37354,4,60.0-61.0,2767520,22140160
20200106203952,189.40.186.130,5001,189.40.186.5,37354,4,61.0-62.0,3008972,24071776
20200106203953,189.40.186.130,5001,189.40.186.5,37354,4,62.0-63.0,2866360,22930880
20200106203954,189.40.186.130,5001,189.40.186.5,37354,4,63.0-64.0,2352392,18819136
20200106203955,189.40.186.130,5001,189.40.186.5,37354,4,64.0-65.0,2922840,23382720
20200106203956,189.40.186.130,5001,189.40.186.5,37354,4,65.0-66.0,2749164,21993312
20200106203957,189.40.186.130,5001,189.40.186.5,37354,4,66.0-67.0,2832472,22659776
20200106203958,189.40.186.130,5001,189.40.186.5,37354,4,67.0-68.0,3246188,25969504
20200106203959,189.40.186.130,5001,189.40.186.5,37354,4,68.0-69.0,2856476,22851808
20200106204000,189.40.186.130,5001,189.40.186.5,37354,4,69.0-70.0,2646088,21168704
20200106204001,189.40.186.130,5001,189.40.186.5,37354,4,70.0-71.0,2863536,22908288
20200106204002,189.40.186.130,5001,189.40.186.5,37354,4,71.0-72.0,2903072,23224576
20200106204003,189.40.186.130,5001,189.40.186.5,37354,4,72.0-73.0,3027328,24218624
20200106204004,189.40.186.130,5001,189.40.186.5,37354,4,73.0-74.0,2845180,22761440
20200106204005,189.40.186.130,5001,189.40.186.5,37354,4,74.0-75.0,2619260,20954080
20200106204006,189.40.186.130,5001,189.40.186.5,37354,4,75.0-76.0,3114872,24918976
20200106204007,189.40.186.130,5001,189.40.186.5,37354,4,76.0-77.0,3234892,25879136
20200106204008,189.40.186.130,5001,189.40.186.5,37354,4,77.0-78.0,3188296,25506368
20200106204009,189.40.186.130,5001,189.40.186.5,37354,4,78.0-79.0,3076748,24613984
20200106204010,189.40.186.130,5001,189.40.186.5,37354,4,79.0-80.0,2980732,23845856
20200106204011,189.40.186.130,5001,189.40.186.5,37354,4,80.0-81.0,3383152,27065216
20200106204012,189.40.186.130,5001,189.40.186.5,37354,4,81.0-82.0,3244776,25958208
20200106204013,189.40.186.130,5001,189.40.186.5,37354,4,82.0-83.0,3095104,24760832
20200106204014,189.40.186.130,5001,189.40.186.5,37354,4,83.0-84.0,2473824,19790592
20200106204015,189.40.186.130,5001,189.40.186.5,37354,4,84.0-85.0,3010384,24083072
20200106204016,189.40.186.130,5001,189.40.186.5,37354,4,85.0-86.0,2977908,23823264
20200106204017,189.40.186.130,5001,189.40.186.5,37354,4,86.0-87.0,2384868,19078944
20200106204018,189.40.186.130,5001,189.40.186.5,37354,4,87.0-88.0,2756224,22049792
20200106204019,189.40.186.130,5001,189.40.186.5,37354,4,88.0-89.0,2595256,20762048
20200106204020,189.40.186.130,5001,189.40.186.5,37354,4,89.0-90.0,3040036,24320288
20200106204021,189.40.186.130,5001,189.40.186.5,37354,4,90.0-91.0,3652844,29222752
20200106204022,189.40.186.130,5001,189.40.186.5,37354,4,91.0-92.0,3227832,25822656
20200106204023,189.40.186.130,5001,189.40.186.5,37354,4,92.0-93.0,3150172,25201376
20200106204024,189.40.186.130,5001,189.40.186.5,37354,4,93.0-94.0,3150172,25201376
20200106204025,189.40.186.130,5001,189.40.186.5,37354,4,94.0-95.0,2953904,23631232
20200106204026,189.40.186.130,5001,189.40.186.5,37354,4,95.0-96.0,2334036,18672288
20200106204027,189.40.186.130,5001,189.40.186.5,37354,4,96.0-97.0,2356628,18853024
20200106204028,189.40.186.130,5001,189.40.186.5,37354,4,97.0-98.0,2959552,23676416
20200106204029,189.40.186.130,5001,189.40.186.5,37354,4,98.0-99.0,3049920,24399360
20200106204030,189.40.186.130,5001,189.40.186.5,37354,4,99.0-100.0,3312552,26500416
20200106204031,189.40.186.130,5001,189.40.186.5,37354,4,100.0-101.0,3301256,26410048
20200106204032,189.40.186.130,5001,189.40.186.5,37354,4,101.0-102.0,3350676,26805408
20200106204033,189.40.186.130,5001,189.40.186.5,37354,4,102.0-103.0,2864948,22919584
20200106204034,189.40.186.130,5001,189.40.186.5,37354,4,103.0-104.0,3189708,25517664
20200106204035,189.40.186.130,5001,189.40.186.5,37354,4,104.0-105.0,3390212,27121696
20200106204036,189.40.186.130,5001,189.40.186.5,37354,4,105.0-106.0,2924252,23394016
20200106204037,189.40.186.130,5001,189.40.186.5,37354,4,106.0-107.0,3110636,24885088
20200106204038,189.40.186.130,5001,189.40.186.5,37354,4,107.0-108.0,3491876,27935008
20200106204039,189.40.186.130,5001,189.40.186.5,37354,4,108.0-109.0,3652844,29222752
20200106204040,189.40.186.130,5001,189.40.186.5,37354,4,109.0-110.0,3261720,26093760
20200106204041,189.40.186.130,5001,189.40.186.5,37354,4,110.0-111.0,3000500,24004000
20200106204042,189.40.186.130,5001,189.40.186.5,37354,4,111.0-112.0,3470696,27765568
20200106204043,189.40.186.130,5001,189.40.186.5,37354,4,112.0-113.0,3583656,28669248
20200106204044,189.40.186.130,5001,189.40.186.5,37354,4,113.0-114.0,3107812,24862496
20200106204045,189.40.186.130,5001,189.40.186.5,37354,4,114.0-115.0,2922840,23382720
20200106204046,189.40.186.130,5001,189.40.186.5,37354,4,115.0-116.0,2845180,22761440
20200106204047,189.40.186.130,5001,189.40.186.5,37354,4,116.0-117.0,3124756,24998048
20200106204048,189.40.186.130,5001,189.40.186.5,37354,4,117.0-118.0,2960964,23687712
20200106204049,189.40.186.130,5001,189.40.186.5,37354,4,118.0-119.0,2574076,20592608
20200106204050,189.40.186.130,5001,189.40.186.5,37354,4,119.0-120.0,2404636,19237088
20200106204051,189.40.186.130,5001,189.40.186.5,37354,4,120.0-121.0,3143112,25144896
20200106204052,189.40.186.130,5001,189.40.186.5,37354,4,121.0-122.0,3083808,24670464
20200106204053,189.40.186.130,5001,189.40.186.5,37354,4,122.0-123.0,3134640,25077120
20200106204054,189.40.186.130,5001,189.40.186.5,37354,4,123.0-124.0,3446692,27573536
20200106204055,189.40.186.130,5001,189.40.186.5,37354,4,124.0-125.0,3463636,27709088
20200106204056,189.40.186.130,5001,189.40.186.5,37354,4,125.0-126.0,1999392,15995136
20200106204057,189.40.186.130,5001,189.40.186.5,37354,4,126.0-127.0,2983556,23868448
20200106204058,189.40.186.130,5001,189.40.186.5,37354,4,127.0-128.0,3585068,28680544
20200106204059,189.40.186.130,5001,189.40.186.5,37354,4,128.0-129.0,3465048,27720384
20200106204100,189.40.186.130,5001,189.40.186.5,37354,4,129.0-130.0,3652844,29222752
20200106204101,189.40.186.130,5001,189.40.186.5,37354,4,130.0-131.0,4117392,32939136
20200106204102,189.40.186.130,5001,189.40.186.5,37354,4,131.0-132.0,3655668,29245344
20200106204103,189.40.186.130,5001,189.40.186.5,37354,4,132.0-133.0,4134336,33074688
20200106204104,189.40.186.130,5001,189.40.186.5,37354,4,133.0-134.0,3947952,31583616
