20191213142907,189.40.186.130,5001,150.165.13.86,51991,3,0.0-1.0,100752330,806018640,0.060,12278,80817,15.192,0
20191213142908,189.40.186.130,5001,150.165.13.86,51991,3,1.0-2.0,102585420,820683360,0.046,11200,80986,13.830,0
20191213142909,189.40.186.130,5001,150.165.13.86,51991,3,2.0-3.0,102069450,816555600,0.025,11681,81116,14.400,0
20191213142910,189.40.186.130,5001,150.165.13.86,51991,3,3.0-4.0,102805920,822447360,0.073,11196,81132,13.800,0
20191213142911,189.40.186.130,5001,150.165.13.86,51991,3,4.0-5.0,103169010,825352080,0.067,10923,81106,13.468,0
20191213142912,189.40.186.130,5001,150.165.13.86,51991,3,5.0-6.0,103414500,827316000,0.004,10815,81165,13.325,0
20191213142913,189.40.186.130,5001,150.165.13.86,51991,3,6.0-7.0,103246920,825975360,0.009,10796,81032,13.323,0
20191213142914,189.40.186.130,5001,150.165.13.86,51991,3,7.0-8.0,103377750,827022000,0.065,10626,80951,13.126,0
20191213142915,189.40.186.130,5001,150.165.13.86,51991,3,8.0-9.0,102852960,822823680,0.059,11268,81236,13.871,0
20191213142916,189.40.186.130,5001,150.165.13.86,51991,3,9.0-10.0,103908420,831267360,0.057,10388,81074,12.813,0
20191213142917,189.40.186.130,5001,150.165.13.86,51991,3,10.0-11.0,102642750,821142000,0.060,11209,81034,13.832,0
20191213142918,189.40.186.130,5001,150.165.13.86,51991,3,11.0-12.0,102945570,823564560,0.315,11148,81179,13.733,0
20191213142919,189.40.186.130,5001,150.165.13.86,51991,3,12.0-13.0,102178230,817425840,0.056,11501,81010,14.197,0
20191213142920,189.40.186.130,5001,150.165.13.86,51991,3,13.0-14.0,102816210,822529680,0.026,11062,81005,13.656,0
20191213142921,189.40.186.130,5001,150.165.13.86,51991,3,14.0-15.0,102707430,821659440,0.042,11237,81106,13.855,0
20191213142922,189.40.186.130,5001,150.165.13.86,51991,3,15.0-16.0,102370800,818966400,0.006,11475,81115,14.147,0
20191213142923,189.40.186.130,5001,150.165.13.86,51991,3,16.0-17.0,102858840,822870720,0.060,11128,81100,13.721,0
20191213142924,189.40.186.130,5001,150.165.13.86,51991,3,17.0-18.0,103537980,828303840,0.051,10689,81123,13.176,0
20191213142925,189.40.186.130,5001,150.165.13.86,51991,3,18.0-19.0,102426660,819413280,0.008,11315,80993,13.970,0
20191213142926,189.40.186.130,5001,150.165.13.86,51991,3,19.0-20.0,101194800,809558400,0.071,12339,81179,15.200,0
20191213142927,189.40.186.130,5001,150.165.13.86,51991,3,20.0-21.0,102026820,816214560,0.007,11733,81139,14.460,0
20191213142928,189.40.186.130,5001,150.165.13.86,51991,3,21.0-22.0,102645690,821165520,0.146,11146,80973,13.765,0
20191213142929,189.40.186.130,5001,150.165.13.86,51991,3,22.0-23.0,102700080,821600640,0.061,11244,81108,13.863,0
20191213142930,189.40.186.130,5001,150.165.13.86,51991,3,23.0-24.0,101907750,815262000,0.008,11829,81154,14.576,0
20191213142931,189.40.186.130,5001,150.165.13.86,51991,3,24.0-25.0,102995550,823964400,0.308,11092,81157,13.667,0
20191213142932,189.40.186.130,5001,150.165.13.86,51991,3,25.0-26.0,102007710,816061680,0.058,11620,81013,14.343,0
20191213142933,189.40.186.130,5001,150.165.13.86,51991,3,26.0-27.0,102453120,819624960,0.004,11414,81110,14.072,0
20191213142934,189.40.186.130,5001,150.165.13.86,51991,3,27.0-28.0,103064640,824517120,0.286,11005,81117,13.567,0
20191213142935,189.40.186.130,5001,150.165.13.86,51991,3,28.0-29.0,102426660,819413280,0.060,11295,80973,13.949,0
20191213142936,189.40.186.130,5001,150.165.13.86,51991,3,29.0-30.0,102845610,822764880,0.058,11189,81152,13.788,0
20191213142937,189.40.186.130,5001,150.165.13.86,51991,3,30.0-31.0,103404210,827233680,0.061,10759,81102,13.266,0
20191213142938,189.40.186.130,5001,150.165.13.86,51991,3,31.0-32.0,102561900,820495200,0.014,11241,81011,13.876,0
20191213142939,189.40.186.130,5001,150.165.13.86,51991,3,32.0-33.0,102710370,821682960,0.034,11224,81095,13.841,0
20191213142940,189.40.186.130,5001,150.165.13.86,51991,3,33.0-34.0,102688320,821506560,0.006,11260,81116,13.881,0
20191213142941,189.40.186.130,5001,150.165.13.86,51991,3,34.0-35.0,102904410,823235280,0.005,10998,81001,13.578,0
20191213142942,189.40.186.130,5001,150.165.13.86,51991,3,35.0-36.0,102758880,822071040,0.061,11239,81143,13.851,0
20191213142943,189.40.186.130,5001,150.165.13.86,51991,3,36.0-37.0,102513390,820107120,0.023,11317,81054,13.962,0
20191213142944,189.40.186.130,5001,150.165.13.86,51991,3,37.0-38.0,103768770,830150160,0.011,10409,81000,12.851,0
20191213142945,189.40.186.130,5001,150.165.13.86,51991,3,38.0-39.0,101916570,815332560,0.141,11859,81190,14.606,0
20191213142946,189.40.186.130,5001,150.165.13.86,51991,3,39.0-40.0,102833850,822670800,0.307,11106,81061,13.701,0
20191213142947,189.40.186.130,5001,150.165.13.86,51991,3,40.0-41.0,101938620,815508960,0.066,11767,81113,14.507,0
20191213142948,189.40.186.130,5001,150.165.13.86,51991,3,41.0-42.0,102375210,819001680,0.062,11393,81036,14.059,0
20191213142949,189.40.186.130,5001,150.165.13.86,51991,3,42.0-43.0,100631790,805054320,0.131,12666,81123,15.613,0
20191213142950,189.40.186.130,5001,150.165.13.86,51991,3,43.0-44.0,102501630,820013040,0.004,11305,81034,13.951,0
20191213142951,189.40.186.130,5001,150.165.13.86,51991,3,44.0-45.0,102832380,822659040,0.070,11211,81165,13.813,0
20191213142952,189.40.186.130,5001,150.165.13.86,51991,3,45.0-46.0,102789750,822318000,0.005,11098,81023,13.697,0
20191213142953,189.40.186.130,5001,150.165.13.86,51991,3,46.0-47.0,101993010,815944080,0.059,11680,81063,14.409,0
20191213142954,189.40.186.130,5001,150.165.13.86,51991,3,47.0-48.0,101821020,814568160,0.056,11848,81114,14.607,0
20191213142955,189.40.186.130,5001,150.165.13.86,51991,3,48.0-49.0,102720660,821765280,0.044,11207,81085,13.821,0
20191213142956,189.40.186.130,5001,150.165.13.86,51991,3,49.0-50.0,103610010,828880080,0.067,10652,81135,13.129,0
20191213142957,189.40.186.130,5001,150.165.13.86,51991,3,50.0-51.0,102710370,821682960,0.071,11139,81010,13.750,0
