20191210161448,189.40.186.130,5001,150.165.13.86,45607,3,0.0-1.0,98454720,787637760,0.037,13856,80832,17.142,0
20191210161449,189.40.186.130,5001,150.165.13.86,45607,3,1.0-2.0,101674020,813392160,0.007,11830,80996,14.606,0
20191210161450,189.40.186.130,5001,150.165.13.86,45607,3,2.0-3.0,101590230,812721840,0.061,11967,81076,14.760,0
20191210161451,189.40.186.130,5001,150.165.13.86,45607,3,3.0-4.0,101578470,812627760,0.016,11997,81098,14.793,0
20191210161452,189.40.186.130,5001,150.165.13.86,45607,3,4.0-5.0,101430000,811440000,0.066,12101,81101,14.921,0
20191210161453,189.40.186.130,5001,150.165.13.86,45607,3,5.0-6.0,102029760,816238080,0.064,11766,81174,14.495,0
20191210161454,189.40.186.130,5001,150.165.13.86,45607,3,6.0-7.0,101541720,812333760,0.059,11975,81051,14.775,0
20191210161455,189.40.186.130,5001,150.165.13.86,45607,3,7.0-8.0,102704490,821635920,0.077,11135,81002,13.747,0
20191210161456,189.40.186.130,5001,150.165.13.86,45607,3,8.0-9.0,101834250,814674000,0.055,11806,81081,14.561,0
20191210161457,189.40.186.130,5001,150.165.13.86,45607,3,9.0-10.0,101596110,812768880,0.051,12010,81123,14.805,0
20191210161457,189.40.186.130,5001,150.165.13.86,45607,3,0.0-10.0,1015856730,811548161,0.321,120645,811704,14.863,0
